0	DDI-false	Other Potentially Important Drug Interactions: @DRUG$: Benzodiazepines metabolized by hepatic oxidation (e.g., alprazolam, @DRUG$, triazolam elc.) should be used with caution because the clearance of these drugs is likely to be reduced by fluvoxamine.
1	DDI-false	"Drugs which may enhance the neuromuscular blocking action of TRACRIUM include: enflurane;@DRUG$;halothane;certain antibiotics, especially the @DRUG$ and polymyxins;lithium;magnesium salts;procainamide;and quinidine."
2	DDI-false	Therefore, CYP3A4 substrates known to have a narrow therapeutic index such as @DRUG$, astemizole, terfenadine, cisapride, cyclosporine, fentanyl, pimozide, quinidine, sirolimus, @DRUG$, or ergot alkaloids (ergotamine, dihydroergotamine) should be administered with caution in patients receiving SPRYCEL.
3	DDI-effect	Selegiline - @DRUG$ and the selective MAO inhibitor @DRUG$ may have synergistic antidepressant activity if used concomitantly.
4	DDI-false	Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with @DRUG$, hypnotics and sedatives (including @DRUG$), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.
5	DDI-false	Etonogestrel may interact with the following medications: acetaminophen (Tylenol), antibiotics such as ampicillin and tetracycline, anticonvulsants (Dilantin, Phenobarbital, Tegretol, @DRUG$, Topamax, Felbatol), antifungals (Gris-PEG, Nizoral, Sporanox), atorvastatin (Lipitor), clofibrate (Atromid-S), cyclosporine (@DRUG$, Sandimmune), HIV drugs classified as protease inhibitors (Agenerase, Crixivan, Fortovase, Invirase, Kaletra, Norvir, Viracept), morphine (Astramorph, Kadian, MS Contin), phenylbutazone, prednisolone (Prelone), rifadin (rifampin), St. Johns wort, temazepam, theophylline (Theo-Dur), and vitamin C.
6	DDI-false	@DRUG$, another @DRUG$, is structurally similar to rifampin and may possibly have some of the same drug interactions as rifampin.
7	DDI-false	Co-administration of lovastatin, atenolol, warfarin, furosemide, digoxin, celecoxib, hydrochlorothiazide, @DRUG$, valsartan, metformin and amlodipine did not result in clinically significant increases in @DRUG$ exposure.
8	DDI-false	These drugs include the thiazides and other @DRUG$, corticosteroids, phenothiazines, thyroid products, @DRUG$, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.
9	DDI-false	In the first double-blind comparative study (28-week) of @DRUG$ and risperidone, olanzapine 10 to 20 mg/day proved to be significantly more effective than @DRUG$ 4 to 12 mg/day in the treatment of negative and depressive symptoms but not on overall psychopathology symptoms.
10	DDI-false	- @DRUG$ and colestipol @DRUG$: Cholestytamine and colestipol resins have the potential of binding thiazide diuretics and reducing diuretic absorption from the gastrointestinal tract
11	DDI-advise	The potential effects of increased plasma concentrations of @DRUG$ or other benzodiazepines metabolized via CYP3A4 (alprazolam, triazolam) should be considered when coadministering these agents with @DRUG$.
12	DDI-effect	Other drugs which may enhance the neuromuscular blocking action of nondepolarizing agents such as @DRUG$ include certain antibiotics (e. g., aminoglycosides, @DRUG$, bacitracin, polymyxins, lincomycin, clindamycin, colistin, and sodium colistemethate), magnesium salts, lithium, local anesthetics, procainamide, and quinidine.
13	DDI-int	@DRUG$ may interact with acetaminophen (e.g., Tylenol), chloramphenicol (e.g., Chloromycetin), local anesthetics (e.g., @DRUG$ and lidocaine), para-aminobenzoic acid (PABA)-containing preparations (e.g., sunscreens and some multivitamins), procainamide (e.g., Pronestyl), sulfonamides (sulfa medicines), thiazide diuretics (use of these medicines during the test period will affect the test results), and pancreatic supplements (use of pancreatic supplements may give false test results).
14	DDI-advise	Also, due to the potential for additive effects such as bradycardia and AV block, caution is warranted in patients receiving @DRUG$ with agents known to affect sinus node function or AV nodal conduction (e.g., digitalis, @DRUG$, and beta-blockers.)
15	DDI-mechanism	Coadministration of @DRUG$ and cyclosporine, @DRUG$ or digoxin has led to increased plasma concentrations of the latter three drugs.
16	DDI-effect	Diuretics: Patients on @DRUG$, especially those with intravascular volume depletion, may occasionally experience an excessive reduction of blood pressure after initiation of therapy with @DRUG$.
17	DDI-effect	Reports suggest that @DRUG$ may diminish the antihypertensive effect of ACE inhibitors, including @DRUG$.
18	DDI-effect	The concomitant administration of @DRUG$ and other @DRUG$ have resulted in previous reports of rhabdomyolysis.
19	DDI-mechanism	Ingestion of @DRUG$ may increase serum concentrations of digoxin and @DRUG$ and increase cyclosporine s nephrotoxicity.
20	DDI-advise	@DRUG$ should not be administered during @DRUG$ treatment.
21	DDI-advise	If treatment with inhibitors of CYP3A4 activity (such as ketoconazole, @DRUG$, ritonavir, indinavir, saquinavir, erythromycin, etc.) is indicated, reduction of the @DRUG$ dose should be considered.
22	DDI-effect	When a @DRUG$ is added to the therapy of a patient receiving @DRUG$, an additional antihypertensive effect is usually observed.
23	DDI-advise	Care should be taken if @DRUG$ is used concomitantly with @DRUG$s of the verapamil type.
24	DDI-mechanism	Previous studies have demonstrated a significant reduction in the oral bioavailability of trovafloxacin and @DRUG$ when administered concomitantly with an intravenous opiate such as @DRUG$.
25	DDI-mechanism	Caffeine Theobromine @DRUG$, like other quinolones, may inhibit the metabolism of caffeine and @DRUG$.
26	DDI-mechanism	Digoxin: Digoxin concentrations are increased by about 15% when @DRUG$ and @DRUG$ are administered concomitantly.
27	DDI-effect	@DRUG$ may exacerbate the rebound hypertension which can follow the withdrawal of @DRUG$.
