0	DDI-false	Since amiodarone is a substrate for @DRUG$, there is the potential that the use of St. John s Wort in patients receiving amiodarone could result in reduced @DRUG$ levels.
1	DDI-false	Poor metabolizers have higher than expected plasma concentrations of @DRUG$ (@DRUG$) when given usual doses.
2	DDI-advise	Therefore, co-administration of @DRUG$ with drugs that are metabolized by CYP2D6 isoenzyme including certain antidepressants (e.g., @DRUG$, imipramine, desipramine, paroxetine, fluoxetine, sertraline), antipsychotics (e.g., haloperidol, risperidone, thioridazine), beta-blockers (e.g., metoprolol), and Type 1C antiarrhythmics (e.g., propafenone, flecainide), should be approached with caution and should be initiated at the lower end of the dose range of the concomitant medication.
3	DDI-advise	@DRUG$ should not be taken closely in time with aluminum and @DRUG$ containing antacids.
4	DDI-false	In rats, simultaneous ingestion of disulfiram and @DRUG$ in the diet for 78 weeks has been reported to cause tumors, and it has been suggested that @DRUG$ may react with nitrites in the rat stomach to form a nitrosamine, which is tumorigenic.
5	DDI-false	Caution should be used when administering or taking TARCEVA with @DRUG$ and other strong CYP3A4 inhibitors such as, but not limited to, atazanavir, clarithromycin, indinavir, itraconazole, nefazodone, nelfinavir, ritonavir, @DRUG$, telithromycin, troleandomycin (TAO), and voriconazole .
6	DDI-false	MAO inhibitors, @DRUG$ (e.g., @DRUG$), nitrates and nitrites, sympathomimetic agents, tricyclic antidepressants, and other drugs having anticholinergic activity.
7	DDI-false	@DRUG$: The effect of amprenavir on total drug concentrations of other @DRUG$ in subjects receiving both agents was evaluated using comparisons to historical data.
8	DDI-false	Patients taking disopyramide phosphate and @DRUG$ concomitantly may develop increased serum concentrations of @DRUG$ resulting in excessive widening of the QRS complex and/or prolongation of the Q-T interval.
9	DDI-false	Co-administration of lovastatin, atenolol, warfarin, furosemide, digoxin, celecoxib, @DRUG$, ramipril, valsartan, metformin and @DRUG$ did not result in clinically significant increases in aliskiren exposure.
10	DDI-false	In a comparison of digitalis tolerance in dogs anesthetized with ketamine, @DRUG$, or pentobarbital, the dosage of ouabain needed to cause ventricular tachycardia was significantly higher, as was the LD50 of ouabain, with ketamine or @DRUG$ than with pentobarbital.
11	DDI-false	OTHER CONCOMITANT THERAPY: Although specific interaction studies were not performed, in clinical studies, @DRUG$ was used concomitantly with angiotensin- converting enzyme (ACE) inhibitors, @DRUG$, calcium-channel blockers, diuretics, and nonsteroidal anti-inflammatory drugs (NSAIDs) without evidence of clinically significant adverse interactions.
12	DDI-advise	This interaction, which has not been investigated using higher doses of fluvoxamine, may be more pronounced if a 300 mg daily dose is co-administered, particularly since fluvoxamine exhibits non-linear pharmacokinetics over the dosage range 100-300 mg. If @DRUG$ is co-administered with @DRUG$ Tablets, the initial alprazolam dosage should be at least halved and titration to the lowest effective dose is recommended.
13	DDI-int	Possible drug interactions of @DRUG$ with @DRUG$ or with other anticholinesterase agents.
14	DDI-mechanism	"Ascorbic acid: Doses of ascorbic acid (@DRUG$) 1 g/day have been reported to increase plasma concentration of @DRUG$ by ~47%, possibly by inhibiting conjugation;"
15	DDI-effect	@DRUG$ in combination with other narcotic analgesics, general anesthetics, @DRUG$, tranquilizers, sedative-hypnotics, or other CNS depressants (including alcohol) has additive depressant effects.
16	DDI-effect	Furosemide: Clinical studies, as well as post-marketing observations, have shown that @DRUG$ can reduce the natriuretic effect of @DRUG$ and thiazides in some patients.
