0	CPR:4	@CHEMICAL$ and the p-chloro analogue inhibited the actin-activated @GENE$ activity of smooth muscle myosin (IC50 = 25.1 microM).
1	CPRFalse	In membranes of control but not of @CHEMICAL$-treated cells, @GENE$ via alpha 2-adrenoceptors stimulated incorporation of the photo-reactive GTP analog [alpha-32P]GTP azidoanilide into pertussis toxin substrates comigrating with the alpha-subunits of Gi2, Go2, and the not further identified Go subtype.
2	CPRFalse	Growth factor receptor-bound protein 10(Grb10)is a Src homology 2 (SH2) domain-containing protein and one of the binding partners for several trans-membrane @CHEM-GENE$, including insulin receptor (IR) and insulin-like growth factor-1 receptor (IGF1-R).
3	CPRFalse	These results indicate that, similar to the sulfonylureas, mitiglinide is highly specific to the Kir6.2/SUR1 complex, i.e., the pancreatic beta-cell @CHEM-GENE$, and suggest that mitiglinide may be a clinically useful anti-diabetic drug.
4	CPRFalse	However, @CHEMICAL$ receptor blockers differ from ACE inhibitors with respect to side effects, and induce less cough, a side effect which may be related to @GENE$ or other mediators such as substance P.
5	CPRFalse	S1P activated @CHEM-GENE$ (PI3K)/Akt signaling, leading to the inhibition of glycogen synthase kinase-3b and the nuclear translocation of b-catenin, followed by the increase of the transcriptional activity by b-catenin/T-cell factor complex formation in both SaOS-2 cells and MC3T3-E1 cells.
6	CPR:3	Upon co-exposure to @CHEMICAL$ and TCDD, V(5+) significantly potentiated the TCDD-mediated induction of the Cyp1a1, @GENE$, and Cyp1b1 mRNA, protein, and catalytic activity levels at 24 h. In vitro, V(5+) decreased the TCDD-mediated induction of Cyp1a1 mRNA, protein, and catalytic activity levels.
7	CPRFalse	@CHEMICAL$, is a synthetic malononitrilamide that targets the critical enzyme of the de novo pyrimidine synthesis, dihydroorotic acid dehydrogenase, and @GENE$ has completed phase II trials.
8	CPRFalse	Change in affinity for cGMP, @CHEMICAL$, sildenafil, or IBMX in Y612F, H613A, @GENE$, or F786A was less, but affinity of H613A or F786A for tadalafil was weakened 37- and 17-fold, respectively.
9	CPRFalse	Absorption and secretion of fluoride increase at acid pH levels, possibly because of its non-ionized state at these pHs and/or because of participation of a @CHEM-GENE$ or a F(-)/OH(-) antiporter.
10	CPRFalse	In intact animals, neutralization of the inhibitory feedback action of endogenous @CHEMICAL$ leads to an increased @GENE$ and testosterone secretion, which partly overcomes the direct action of the antiandrogen at the level of the prostate and seminal vesicles.
