0	CPRFalse	Loperamide, an opiate analog, differently modifies the adrenocorticotropin responses to @CHEMICAL$ and @GENE$ in patients with Addison's disease.
1	CPRFalse	In human GC cells, WNT6 expression was enhanced by caveolin-1 (@CHEMICAL$), a scaffold protein of plasma membrane caveolae. WNT6 knock-down and overexpression experiments demonstrated that WNT6 increased the resistance to apoptotic cell death induced by the anthracycline chemotherapeutics epirubicin (@GENE$) and doxorubicin (Dox).
2	CPRFalse	As add-on therapy in patients with suboptimal glycaemic control despite oral antihyperglycaemic treatment, sitagliptin improved @CHEMICAL$ to a significantly greater extent than placebo when added to metformin or pioglitazone and was noninferior to @GENE$ when added to metformin.
3	CPR:4	"The tyrosine kinase inhibitor ZD1839 (""@CHEMICAL$"") inhibits HER2-driven signaling and suppresses the growth of @GENE$-overexpressing tumor cells."
4	CPRFalse	Within these hydrophobic regions, this receptor was found to be 41-36% identical to the following @CHEMICAL$ [5-hydroxytryptamine (5-HT)] receptors: 5-HT2 > 5-HT1D > 5-HT1C > 5-HT1B > 5-HT1A > @GENE$. Northern blots revealed a approximately 4.2-kilobase transcript localized in various brain regions, with the following rank order of abundance: striatum >> olfactory tubercle > cerebral cortex > hippocampus.
5	CPR:4	Depletion of putrescine, spermidine, and spermine by DL-alpha-difluoromethylornithine (@CHEMICAL$), a specific inhibitor of @GENE$ (ODC) that is the first rate-limiting enzyme for polyamine biosynthesis, decreased the apoptotic index.
6	CPRFalse	Effect of galantamine on acetylcholinesterase and @CHEMICAL$ activities in the presence of @GENE$ in rat selected brain and peripheral tissues.
7	CPRFalse	A PET study of @CHEM-GENE$ occupancy in patients with schizophrenia treated with therapeutic doses of ziprasidone.
8	CPRFalse	@CHEMICAL$ or catalytically inactive @GENE$-factor Xa bound indistinguishably to HUVEC and EPR-1 transfectants, and inhibited equally well the binding of 125I-factor Xa to these cells.
9	CPRFalse	To determine the role of these sites, we examined the effect of progestins on the transcription of the bcl-x gene, where only intragenic @CHEMICAL$ receptor-binding sites (@GENE$) were identified.
10	CPR:4	At the enzymatic activity level, @CHEMICAL$ started to suppress @GENE$ activity at 5 mg/kg/day (P<0.001), while minocycline had an effect at a lower dose, 1 mg/kg/day (P<0.02).
11	CPRFalse	Furthermore, orbitrap MS data support the adduction of @CHEMICAL$-113 in the Pin1 active site upon HNE treatment of MDA-MB-231 cells. siRNA knockdown of @GENE$ in MDA-MB-231 cells partially protected the cells from HNE-induced toxicity.
12	CPRFalse	In randomized controlled trials, bisphosphonates (@CHEMICAL$ and zoledronic acid) and selective @GENE$ modulators (raloxifene and toremifene) increased bone mineral density in GnRH agonist-treated men.
13	CPRFalse	Point-mutation studies indicate that four amino acids, Leu/Phe(7.38), Leu/Phe(7.43), @CHEMICAL$/Pro(7.46), and Pro/Cys(7.47) in @GENE$ are critical for ligand selectivity as well as receptor conformation.
